ISO,country,year,population,cases_low,cases,cases_high,deaths_low,deaths,deaths_high
KEN,,2011,43178270,1984000,2710113,3599000,11500,11921,12300
KEN,,2012,44343470,2091000,2871457,3844000,11600,12082,12500
KEN,,2013,45519982,2178000,3041343,4170000,11700,12201,12700
KEN,,2014,46700066,2217000,3115580,4294000,11800,12304,12900
KEN,,2015,47878348,2248000,3157992,4329000,11800,12357,13000
KEN,,2016,49051524,2229000,3162892,4394000,11800,12387,13100
KEN,,2017,50221148,1999000,3123817,4599000,11800,12455,13200
KEN,,2018,51392568,1841000,3085899,4839000,11900,12534,13400
KEN,,2019,52573968,1615000,2999160,5002000,12000,12703,13600
LBR,Liberia,2000,2848447,888000,1309577,1851000,2800,2964,3140
LBR,,2001,2953928,913000,1349093,1919000,2890,3063,3250
LBR,,2002,3024727,915000,1342340,1889000,3150,3347,3550
LBR,,2003,3077055,906000,1320354,1869000,3110,3295,3490
LBR,,2004,3135654,882000,1292022,1836000,3020,3201,3390
LBR,,2005,3218114,941000,1299008,1757000,2980,3162,3350
LBR,,2006,3329211,971000,1311082,1734000,2900,3078,3260
LBR,,2007,3461911,1011000,1333748,1726000,2870,3051,3240
LBR,,2008,3607863,1052000,1355591,1720000,2880,3069,3270
LBR,,2009,3754129,1025000,1320070,1675000,2790,2977,3170
LBR,,2010,3891357,991000,1282730,1645000,2490,2656,2820
LBR,,2011,4017446,997000,1283532,1629000,2370,2528,2690
LBR,,2012,4135662,1001000,1306375,1665000,2260,2420,2580
LBR,,2013,4248337,1083000,1416557,1812000,2130,2283,2440
LBR,,2014,4359508,1193000,1540662,1958000,2120,2288,2470
LBR,,2015,4472229,1262000,1585572,1965000,1920,2074,2240
LBR,,2016,4586788,1363000,1687964,2066000,2000,2177,2380
LBR,,2017,4702224,1406000,1788012,2235000,2000,2208,2440
LBR,,2018,4818976,1327000,1787679,2346000,1990,2220,2500
LBR,,2019,4937374,1300000,1809994,2448000,1980,2241,2560
MDG,Madagascar,2000,15766806,81000,901335,1958000,38,2228,6680
MDG,,2001,16260933,154000,1108699,2410000,54,2740,7920
MDG,,2002,16765122,22000,899947,2035000,29,2224,6770
MDG,,2003,17279139,29000,1180072,2667000,41,2916,8640
MDG,,2004,17802992,28000,830038,1847000,36,2051,5930
MDG,,2005,18336722,24000,659087,1476000,28,1628,4960
MDG,,2006,18880265,24000,665725,1480000,28,1645,4780
MDG,,2007,19433520,134000,442733,882000,25,1094,2930
MDG,,2008,19996476,258000,469371,797000,36,1160,2680
MDG,,2009,20569115,527000,882824,1392000,68,2182,4810
MDG,,2010,21151640,524000,893540,1438000,71,2208,4940
MDG,,2011,21743970,487000,794810,1164000,61,1964,4120
MDG,,2012,22346641,861000,1424675,2258000,110,3522,7810
MDG,,2013,22961259,863000,1333712,2050000,110,3297,7200
MDG,,2014,23589897,625000,880283,1188000,75,2176,4270
MDG,,2015,24234080,1367000,1897533,2515000,170,4691,9070
MDG,,2016,24894370,757000,1053774,1410000,92,2604,5040
MDG,,2017,25570511,1239000,1664118,2146000,150,4113,7780
MDG,,2018,26262313,1456000,1950602,2501000,170,4822,9100
MDG,,2019,26969306,1535000,2052071,2642000,180,5073,9580
MWI,Malawi,2000,11148751,3941000,5205857,6743000,24900,26153,27500
MWI,,2001,11432001,4059000,5336397,6909000,23000,24206,25500
MWI,,2002,11713663,3878000,5101713,6648000,20300,21410,22500
MWI,,2003,12000183,3627000,4778782,6238000,17200,18120,19100
MWI,,2004,12301837,3460000,4546728,5882000,14200,14969,15800
MWI,,2005,12625950,3618000,4574875,5742000,11800,12472,13100
MWI,,2006,12973693,3670000,4636378,5803000,10700,11200,11800
MWI,,2007,13341808,3834000,4857181,6076000,9900,10403,10900
MWI,,2008,13727899,4199000,5266583,6501000,9470,9984,10500
MWI,,2009,14128161,4528000,5601872,6927000,9200,9739,10300
MWI,,2010,14539609,4598000,5725757,7098000,8500,8992,9530
MWI,,2011,14962118,4453000,5586489,6922000,8070,8519,8980
MWI,,2012,15396010,3905000,4994440,6289000,7800,8228,8660
MWI,,2013,15839287,3368000,4346791,5534000,7070,7484,7920
MWI,,2014,16289550,3010000,3936043,5015000,6550,6999,7490
MWI,,2015,16745305,2805000,3686979,4721000,6130,6649,7210
MWI,,2016,17205253,2800000,3638513,4635000,5850,6422,7070
MWI,,2017,17670193,2898000,3766163,4859000,5690,6328,7040
MWI,,2018,18143215,2867000,3761580,4821000,5630,6295,7120
MWI,,2019,18628749,2883000,3868722,5042000,5610,6333,7240
MLI,Mali,2000,10946448,3014000,4446769,6409000,16300,17285,18300
MLI,,2001,11271603,3116000,4592575,6621000,16300,17260,18300
MLI,,2002,11616890,3232000,4837950,7029000,18100,19145,20300
MLI,,2003,11982692,3375000,5078371,7262000,18100,19138,20300
MLI,,2004,12369078,3626000,5310943,7535000,18200,19284,20500
MLI,,2005,12775509,3843000,5509314,7925000,18000,19125,20300
MLI,,2006,13203378,3737000,5356747,7601000,17100,18210,19400
MLI,,2007,13651455,3703000,5307761,7484000,16600,17656,18900
MLI,,2008,14113578,3696000,5349875,7469000,15600,16652,17800
MLI,,2009,14581427,3787000,5461653,7550000,15100,16198,17400
MLI,,2010,15049352,4132000,5772983,7951000,15600,16783,18100
MLI,,2011,15514593,4471000,6279267,8582000,17200,18616,20200
MLI,,2012,15979492,4942000,6961475,9455000,17600,19202,20900
MLI,,2013,16449854,5334000,7448756,10240000,17300,19049,21000
MLI,,2014,16934213,5365000,7468113,10370000,15700,17450,19400
MLI,,2015,17438772,4827000,6833022,9671000,13700,15442,17300
MLI,,2016,17965448,4860000,6902717,9818000,11900,13598,15500
MLI,,2017,18512429,5057000,7160192,10190000,10400,12068,13900
MLI,,2018,19077755,5200000,7378847,10480000,10100,11856,13900
MLI,,2019,19658023,4629000,6560000,9323000,9780,11725,14100
MRT,Mauritania,2000,2630217,210000,413461,742000,900,944,990
MRT,,2001,2702405,222000,434549,781000,900,946,1000
MRT,,2002,2778097,140000,348597,641000,950,1002,1060
MRT,,2003,2857150,141000,340570,648000,970,1030,1100
MRT,,2004,2939246,90000,279447,526000,970,1042,1130
MRT,,2005,3024198,77000,258395,486000,1020,1108,1210
MRT,,2006,3111908,61000,232594,444000,1020,1115,1230
MRT,,2007,3202512,64000,229185,473000,1020,1125,1260
MRT,,2008,3296237,50000,201954,407000,1030,1140,1290
MRT,,2009,3393408,3600,106414,242000,1040,1154,1320
MRT,,2010,3494200,21000,135058,292000,1030,1152,1330
MRT,,2011,3598646,41000,171207,358000,1050,1195,1400
MRT,,2012,3706555,24000,105342,234000,1080,1234,1480
MRT,,2013,3817497,38000,126803,263000,1090,1253,1520
MRT,,2014,3930894,70000,193411,382000,1130,1308,1610
MRT,,2015,4046304,99000,249288,475000,1150,1341,1680
MRT,,2016,4163532,130000,297695,553000,1160,1359,1720
MRT,,2017,4282582,92000,237631,451000,1170,1379,1750
MRT,,2018,4403312,81000,173555,299000,1180,1393,1780
MRT,,2019,4525698,54000,196538,379000,1200,1414,1810
MOZ,Mozambique,2000,17711925,7046000,8576640,10380000,33900,36318,38900
MOZ,,2001,18221884,7454000,9095681,11010000,32600,34970,37500
MOZ,,2002,18764147,7587000,9213576,11080000,30700,32930,35300
MOZ,,2003,19331097,7662000,9275843,11170000,28000,30062,32300
MOZ,,2004,19910549,7306000,8916792,10770000,25200,27015,29000
MOZ,,2005,20493927,6926000,8453733,10160000,21900,23517,25200
MOZ,,2006,21080108,6802000,8277183,9962000,20500,22032,23600
MOZ,,2007,21673319,6794000,8268318,9987000,18300,19577,20900
MOZ,,2008,22276596,6933000,8476119,10290000,16800,17992,19200
MOZ,,2009,22894718,7207000,8818084,10710000,16200,17314,18600
MOZ,,2010,23531567,7395000,9089598,11060000,15800,17045,18400
MOZ,,2011,24187500,7479000,9151744,11140000,15800,17148,18700
MOZ,,2012,24862673,7577000,9246901,11170000,15600,17251,19100
MOZ,,2013,25560752,7692000,9380800,11340000,15400,17362,19700
MOZ,,2014,26286192,7578000,9283721,11220000,14900,16996,19800
MOZ,,2015,27042001,7603000,9326039,11320000,14000,16234,19300
MOZ,,2016,27829930,7689000,9456263,11520000,13200,15543,18900
MOZ,,2017,28649007,7544000,9353438,11500000,12600,15061,18600
MOZ,,2018,29496009,7410000,9281345,11480000,12400,15043,19200
MOZ,,2019,30366043,7437000,9364806,11610000,12100,15032,19500
NAM,Namibia,2000,1424450,31000,77821,156000,4,199,540
NAM,,2001,1447535,55000,102902,185000,6,263,640
NAM,,2002,1469643,33000,70395,136000,4,180,470
NAM,,2003,1491545,29000,67564,140000,3,172,480
NAM,,2004,1514266,51000,105493,204000,6,270,720
NAM,,2005,1538538,34000,65303,120000,4,167,420
NAM,,2006,1564733,41000,68176,112000,4,174,400
NAM,,2007,1592672,6400,20663,48000,0,52,160
NAM,,2008,1621934,1600,12094,33000,0,30,110
NAM,,2009,1651824,730,5557,17000,0,14,54
NAM,,2010,1681858,800,2590,6200,0,6,20
NAM,,2011,1711879,2600,3654,5400,0,9,19
NAM,,2012,1742104,2700,5860,9700,0,15,36
NAM,,2013,1772845,6400,8068,9900,0,20,37
NAM,,2014,1804531,21000,26144,32000,2,66,120
NAM,,2015,1837452,16000,19990,25000,1,51,92
NAM,,2016,1871697,33000,41397,51000,3,105,190
NAM,,2017,1907082,71000,89155,109000,7,228,410
NAM,,2018,1943338,49000,61564,76000,5,157,280
NAM,,2019,1980028,4000,5618,8000,0,14,29
NER,Niger,2000,11331561,1586000,3595465,6318000,15700,16839,18000
NER,,2001,11751364,1671000,3730842,6565000,15000,16095,17200
NER,,2002,12189988,1831000,4002009,6736000,16300,17516,18800
NER,,2003,12647983,2138000,4386636,7278000,15800,16949,18200
NER,,2004,13125914,2503000,4762231,7955000,15400,16506,17700
NER,,2005,13624474,2677000,4839989,8258000,17100,18434,19800
NER,,2006,14143969,2822000,5243632,8810000,16700,18134,19600
NER,,2007,14685404,3197000,5678542,9433000,17300,18905,20600
NER,,2008,15250913,3683000,6239080,10120000,17200,18959,20800
NER,,2009,15843131,3788000,6639919,10290000,18000,20162,22500
NER,,2010,16464025,3841000,7007707,10720000,18800,21548,24500
NER,,2011,17114770,4112000,7323097,11180000,18700,21974,25500
NER,,2012,17795209,4442000,7660985,11850000,18000,21693,25700
NER,,2013,18504287,4425000,7780901,12250000,16900,20933,25500
NER,,2014,19240182,4185000,7700900,12430000,15600,19829,24900
NER,,2015,20001663,3920000,7397212,12220000,14200,18391,23800
NER,,2016,20788789,3908000,7457829,12450000,13700,18190,24300
NER,,2017,21602388,4050000,7702777,12850000,12600,17221,23700
NER,,2018,22442831,4215000,8002454,13360000,12300,17107,24300
NER,,2019,23310719,4209000,8000000,13300000,11900,17091,25000
NGA,Nigeria,2000,122283860,40060000,51092986,64370000,166000,175386,185000
NGA,,2001,125394040,40160000,51232965,64150000,172000,181767,192000
NGA,,2002,128596072,39600000,50571638,63220000,185000,196335,208000
NGA,,2003,131900628,40080000,51393638,64600000,167000,177605,188000
NGA,,2004,135320412,41550000,53013712,66440000,185000,196331,208000
NGA,,2005,138865016,42960000,54994818,69320000,172000,182674,194000
NGA,,2006,142538312,44380000,56948598,72700000,188000,200630,213000
NGA,,2007,146339952,45870000,59085546,74600000,180000,191528,204000
NGA,,2008,150269616,48900000,61477608,76050000,163000,174447,186000
NGA,,2009,154324960,49610000,61912084,76050000,153000,163856,176000
NGA,,2010,158503176,48440000,60236996,73860000,143000,154563,166000
NGA,,2011,162805064,46080000,57801746,71650000,133000,145016,157000
NGA,,2012,167228800,43580000,54662221,68090000,126000,137828,151000
NGA,,2013,171765808,41590000,52405683,65250000,113000,125036,138000
NGA,,2014,176404944,41300000,51868071,64270000,110000,122938,138000
NGA,,2015,181137464,41500000,52542674,65410000,99300,112874,129000
NGA,,2016,185960248,43280000,54489099,67910000,91600,105422,123000
NGA,,2017,190873256,44610000,56649426,70650000,82600,96901,115000
NGA,,2018,195874688,46150000,58543031,73180000,81000,96172,117000
NGA,,2019,200963608,47820000,60959012,76840000,78500,95802,120000
RWA,Rwanda,2000,7933688,947000,2014767,3741000,4590,4813,5050
RWA,,2001,8231150,871000,1982122,3769000,4580,4779,4990
RWA,,2002,8427061,822000,1600697,3053000,4260,4435,4620
RWA,,2003,8557160,700000,1319618,2195000,4020,4173,4340
RWA,,2004,8680516,477000,1141680,1827000,3700,3841,3990
RWA,,2005,8840220,390000,1389705,2294000,3430,3557,3680
RWA,,2006,9043342,361000,1398594,2205000,3250,3367,3480
RWA,,2007,9273759,504000,840559,1260000,3140,3251,3360
RWA,,2008,9524532,423000,686028,1005000,3070,3170,3270
RWA,,2009,9782770,1008000,1547226,2168000,3010,3114,3220
RWA,,2010,10039338,748000,1079765,1425000,3020,3136,3260
RWA,,2011,10293333,291000,390705,495000,2960,3103,3260
RWA,,2012,10549668,597000,753855,917000,2930,3095,3290
RWA,,2013,10811538,1094000,1312966,1548000,2910,3088,3320
RWA,,2014,11083629,1832000,2436130,3071000,2910,3100,3370
RWA,,2015,11369066,2870000,3855678,4884000,2920,3122,3420
RWA,,2016,11668829,5045000,6832535,8714000,2940,3156,3490
RWA,,2017,11980960,6336000,8681013,11140000,2970,3209,3550
RWA,,2018,12301969,4764000,6527693,8381000,3020,3252,3640
RWA,,2019,12626938,3379000,4622960,5931000,3060,3311,3720
STP,Sao Tome and Principe,2000,142264,,31975,,,254,
STP,,2001,144760,,42086,,,248,
STP,,2002,147450,,50586,,,321,
STP,,2003,150405,,42656,,,193,
STP,,2004,153736,,46486,,,169,
STP,,2005,157472,,18139,,,85,
STP,,2006,161676,,5146,,,26,
STP,,2007,166297,,2421,,,3,
STP,,2008,171122,,6258,,,16,
STP,,2009,175877,,6182,,,23,
STP,,2010,180372,,2740,,,14,
STP,,2011,184521,,8442,,,19,
STP,,2012,188394,,10701,,,7,
STP,,2013,192076,,9243,,,11,
STP,,2014,195727,,1754,,,0,
STP,,2015,199439,,2058,,,0,
STP,,2016,203221,,2238,,,1,
STP,,2017,207086,,2239,,,1,
STP,,2018,211032,,2937,,,0,
STP,,2019,215048,,2447,,,0,
SEN,Senegal,2000,9797731,1742000,2995553,4248000,5140,5324,5520
SEN,,2001,10036102,564000,2793986,4455000,4770,4924,5090
SEN,,2002,10283694,408000,2297902,3975000,4230,4359,4480
SEN,,2003,10541470,800000,2208453,3501000,4480,4618,4760
SEN,,2004,10810086,352000,1491364,2764000,4410,4535,4670
SEN,,2005,11090123,517000,1501391,2488000,4250,4373,4490
SEN,,2006,11382272,539000,1554229,2798000,4170,4291,4410
SEN,,2007,11687078,493000,1176159,2044000,4140,4255,4370
SEN,,2008,12004700,560000,966238,1479000,4110,4226,4340
SEN,,2009,12335092,347000,617839,956000,4070,4185,4290
SEN,,2010,12678143,515000,734383,976000,4070,4178,4280
SEN,,2011,13033814,434000,617168,821000,4070,4179,4280
SEN,,2012,13401990,480000,698800,947000,4060,4169,4270
SEN,,2013,13782429,606000,852440,1138000,4060,4172,4270
SEN,,2014,14174740,402000,546707,714000,4180,4305,4430
SEN,,2015,14578450,687000,1011058,1369000,4220,4365,4510
SEN,,2016,14993514,469000,684137,927000,4250,4414,4590
SEN,,2017,15419354,558000,805710,1066000,4280,4481,4670
SEN,,2018,15854324,863000,1310853,1863000,4320,4535,4780
SEN,,2019,16296362,547000,822678,1153000,4370,4614,4880
SLE,Sierra Leone,2000,4584570,1391000,2170252,3237000,9120,9729,10400
SLE,,2001,4754069,1459000,2265075,3414000,9720,10364,11000
SLE,,2002,4965770,1486000,2311459,3428000,10400,11096,11800
SLE,,2003,5201074,1490000,2324731,3472000,11100,11806,12600
SLE,,2004,5433995,1464000,2286663,3410000,12900,13700,14600
SLE,,2005,5645629,1427000,2249940,3407000,13400,14277,15200
SLE,,2006,5829240,1340000,2222320,3437000,13800,14782,15800
SLE,,2007,5989641,1468000,2317256,3426000,14300,15356,16400
SLE,,2008,6133599,1837000,2555193,3476000,14500,15515,16600
SLE,,2009,6272735,2079000,2757047,3564000,14000,15020,16100
SLE,,2010,6415636,2194000,2843736,3611000,12900,13919,15000
SLE,,2011,6563238,2241000,2890003,3655000,11800,12704,13700
SLE,,2012,6712586,2293000,2909350,3609000,10100,10921,11800
SLE,,2013,6863975,2279000,2898201,3615000,8560,9346,10200
SLE,,2014,7017153,2245000,2874298,3614000,7700,8480,9310
SLE,,2015,7171909,2252000,2852687,3570000,7420,8250,9160
SLE,,2016,7328846,2287000,2827455,3438000,6570,7393,8300
SLE,,2017,7488427,2074000,2707562,3482000,6360,7263,8240
SLE,,2018,7650149,1900000,2684191,3646000,6090,7032,8110
SLE,,2019,7813207,1720000,2615850,3795000,5830,6852,8020
ZAF,South Africa,2000,4496771,13000,18064,26000,,424,
ZAF,,2001,4557127,,26506,,,81,
ZAF,,2002,4615091,,15649,,,96,
ZAF,,2003,4671919,,13459,,,142,
ZAF,,2004,4729161,,13399,,,88,
ZAF,,2005,4788059,,7755,,,63,
ZAF,,2006,4848946,,12098,,,87,
ZAF,,2007,4911976,,6327,,,37,
ZAF,,2008,4977946,,7796,,,43,
ZAF,,2009,5047701,,6072,,,45,
ZAF,,2010,5121696,,8060,,,83,
ZAF,,2011,5200375,,9866,,,54,
ZAF,,2012,5283266,,5629,,,72,
ZAF,,2013,5368712,,8645,,,105,
ZAF,,2014,5454418,,11705,,,174,
ZAF,,2015,5538637,,4357,,,110,
ZAF,,2016,5620764,,4323,,,34,
ZAF,,2017,5700975,,28295,,,301,
ZAF,,2018,5779251,,9540,,,0,
ZAF,,2019,5855826,,3096,,,79,
SSD,South Sudan,2000,6199396,1498000,2294495,3410000,6290,7046,7900
SSD,,2001,6447791,1512000,2346954,3484000,6180,6903,7710
SSD,,2002,6688225,1469000,2261368,3352000,5940,6625,7380
SSD,,2003,6935665,1453000,2247914,3286000,5710,6353,7060
SSD,,2004,7213354,1459000,2217717,3298000,5550,6181,6880
SSD,,2005,7535931,1508000,2315801,3423000,5270,5880,6570
SSD,,2006,7907407,1560000,2423657,3607000,5060,5671,6360
SSD,,2007,8315144,1641000,2510442,3713000,4860,5487,6190
SSD,,2008,8736932,1722000,2585000,3774000,4730,5389,6130
SSD,,2009,9142258,1710000,2618296,3842000,4500,5176,5950
SSD,,2010,9508372,1719000,2702708,4064000,4290,4978,5760
SSD,,2011,9830695,1826000,2824974,4206000,4120,4813,5620
SSD,,2012,10113648,1900000,2924759,4328000,3970,4655,5480
SSD,,2013,10355030,1914000,3000808,4516000,3940,4670,5600
SSD,,2014,10554882,1833000,3002690,4609000,4010,4878,6000
SSD,,2015,10715657,1825000,3000904,4649000,4060,5020,6360
SSD,,2016,10832520,1807000,2939565,4530000,4050,5148,6750
SSD,,2017,10910774,1795000,2961899,4640000,4070,5305,7180
SSD,,2018,10975924,1782000,2991029,4725000,4020,5320,7430
SSD,,2019,11062114,1762000,3009338,4825000,3980,5364,7730
TGO,Togo,2000,4924406,1788000,2210346,2701000,5370,5710,6060
TGO,,2001,5062571,1838000,2261268,2768000,5460,5800,6160
TGO,,2002,5197040,1883000,2323714,2839000,5820,6191,6580
TGO,,2003,5330629,1980000,2442022,2985000,5870,6246,6650
TGO,,2004,5467770,2090000,2588667,3151000,5970,6367,6780
TGO,,2005,5611643,2155000,2651401,3241000,6070,6484,6920
TGO,,2006,5762881,2118000,2637155,3242000,5970,6386,6820
TGO,,2007,5920360,2038000,2546933,3153000,5680,6092,6520
TGO,,2008,6083417,1819000,2297829,2859000,5280,5671,6080
TGO,,2009,6250840,1611000,2052756,2597000,4910,5290,5680
TGO,,2010,6421674,1561000,2000304,2520000,4550,4917,5290
TGO,,2011,6595939,1623000,2073729,2613000,4320,4692,5070
TGO,,2012,6773807,1848000,2338679,2910000,4160,4537,4930
TGO,,2013,6954721,2138000,2629386,3205000,4120,4516,4930
TGO,,2014,7137997,2202000,2705649,3305000,4340,4799,5290
TGO,,2015,7323162,2183000,2700200,3301000,4580,5116,5700
TGO,,2016,7509952,2045000,2554074,3155000,4650,5234,5890
TGO,,2017,7698476,1714000,2205398,2805000,4560,5213,5910
TGO,,2018,7889095,1464000,1932344,2525000,4450,5143,5930
TGO,,2019,8082359,1325000,1818688,2453000,4340,5096,5980
UGA,Uganda,2000,23650159,8864000,11522961,14680000,40100,42278,44500
UGA,,2001,24388974,9599000,12388974,15880000,38000,40071,42200
UGA,,2002,25167261,9609000,12587470,16040000,34600,36492,38500
UGA,,2003,25980547,9713000,12577824,16120000,32600,34366,36300
UGA,,2004,26821300,9286000,12064883,15440000,33700,35574,37600
UGA,,2005,27684590,9299000,12005292,15370000,32400,34191,36100
UGA,,2006,28571475,9288000,12037459,15350000,30000,31774,33600
UGA,,2007,29486335,9494000,12249023,15610000,27800,29426,31100
UGA,,2008,30431734,10070000,12719269,15820000,25500,26998,28600
UGA,,2009,31411096,10690000,13288506,16370000,22400,23726,25100
UGA,,2010,32428164,10570000,13277279,16390000,19300,20484,21700
UGA,,2011,33476772,10420000,13212603,16450000,16500,17515,18600
UGA,,2012,34558698,10200000,13013284,16370000,14200,15127,16000
UGA,,2013,35694516,9079000,11862873,15290000,12800,13647,14500
UGA,,2014,36911530,8090000,10862413,14320000,12400,13331,14300
UGA,,2015,38225440,6793000,9690714,13220000,12100,13149,14300
UGA,,2016,39649176,7947000,11226154,14840000,12200,13452,14900
UGA,,2017,41166588,8019000,12140161,16870000,12300,13757,15400
UGA,,2018,42729036,7357000,11224558,17940000,12000,13654,15600
UGA,,2019,44269584,7697000,11629246,18180000,11800,13631,15900
TZA,United Republic of Tanzania,2000,33499179,8683000,11514222,14770000,28800,30015,31300
TZA,,2001,34385848,8695000,11423519,14800000,27700,28864,30100
TZA,,2002,35334794,8130000,10671297,13710000,26000,27114,28200
TZA,,2003,36337778,7675000,10103304,12980000,25000,26017,27100
TZA,,2004,37379762,7158000,9453680,12140000,23400,24375,25400
TZA,,2005,38450326,6965000,9110945,11700000,21900,22859,23800
TZA,,2006,39548662,6443000,8496533,11000000,20700,21540,22400
TZA,,2007,40681414,5753000,7696476,10140000,19700,20434,21200
TZA,,2008,41853946,5038000,6868920,9134000,19100,19808,20500
TZA,,2009,43073834,4594000,6260997,8321000,18700,19421,20100
TZA,,2010,44346534,4320000,5917848,7959000,18600,19242,19900
TZA,,2011,45673516,4199000,5731836,7645000,18400,19095,19800
TZA,,2012,47053030,4245000,5747118,7629000,18400,19079,19800
TZA,,2013,48483134,4754000,6364999,8418000,19000,19842,20700
TZA,,2014,49960560,5398000,7254020,9490000,19200,20088,21100
TZA,,2015,51482634,5444000,7298719,9612000,19500,20485,21800
TZA,,2016,53049230,5127000,6901228,9126000,19600,20775,22300
TZA,,2017,54660342,4750000,6531130,8675000,19800,21160,22800
TZA,,2018,56313440,4590000,6300422,8476000,20000,21423,23400
TZA,,2019,58005458,4657000,6453096,8790000,20200,21846,24000
ZMB,Zambia,2000,10415942,3028000,4077584,5351000,8740,9150,9570
ZMB,,2001,10692197,3138000,4244872,5614000,8900,9307,9720
ZMB,,2002,10971704,3022000,4052286,5346000,8580,8965,9340
ZMB,,2003,11256740,2860000,3874121,5116000,8360,8723,9110
ZMB,,2004,11550641,2604000,3508861,4611000,7840,8171,8530
ZMB,,2005,11856244,2344000,3083423,3991000,7180,7481,7790
ZMB,,2006,12173518,2070000,2709301,3476000,6640,6905,7170
ZMB,,2007,12502958,1870000,2429271,3119000,6280,6518,6740
ZMB,,2008,12848531,1734000,2256010,2864000,6120,6339,6540
ZMB,,2009,13215142,1748000,2240349,2815000,6080,6298,6500
ZMB,,2010,13605986,1873000,2360288,2953000,6050,6270,6470
ZMB,,2011,14023199,2056000,2605359,3251000,6260,6484,6710
ZMB,,2012,14465148,2314000,2965555,3710000,6520,6776,7020
ZMB,,2013,14926551,2682000,3442318,4328000,6740,7014,7290
ZMB,,2014,15399793,2811000,3613660,4579000,7120,7439,7780
ZMB,,2015,15879370,2679000,3493518,4499000,7210,7576,7960
ZMB,,2016,16363449,2438000,3302790,4392000,7230,7636,8080
ZMB,,2017,16853608,2034000,2927778,4127000,7190,7687,8190
ZMB,,2018,17351714,1773000,2732856,4014000,7240,7793,8440
ZMB,,2019,17861034,1671000,2637628,3990000,7260,7914,8660
ZWE,Zimbabwe,2000,9355799,291000,1058634,2497000,49,2710,8340
ZWE,,2001,9389205,282000,1062414,2497000,51,2719,8370
ZWE,,2002,9413133,279000,1065122,2472000,52,2726,8460
ZWE,,2003,9435122,279000,1067610,2532000,50,2733,8490
ZWE,,2004,9464802,264000,1070968,2492000,50,2741,8240
ZWE,,2005,9509517,273000,1076028,2519000,53,2754,8340
ZWE,,2006,9571565,281000,1083049,2580000,51,2772,8610
ZWE,,2007,9650642,712000,1690025,2933000,100,4326,10400
ZWE,,2008,9747994,162000,728426,1425000,35,1864,4920
ZWE,,2009,9864069,417000,892706,1503000,58,2285,5320
ZWE,,2010,9998533,607000,1094108,1737000,75,2800,6230
ZWE,,2011,10153338,470000,717620,992000,53,1837,3720
ZWE,,2012,10327222,403000,590910,791000,44,1512,2980
ZWE,,2013,10512448,614000,861512,1129000,67,2205,4290
ZWE,,2014,10698542,804000,1090113,1393000,87,2790,5280
ZWE,,2015,10878022,719000,1062200,1443000,80,2719,5410
ZWE,,2016,11047866,494000,755066,1044000,55,1932,3940
ZWE,,2017,11210282,822000,1319214,1900000,96,3377,7010
ZWE,,2018,11369510,394000,636393,902000,45,1629,3380
ZWE,,2019,11532240,469000,782740,1123000,53,2003,4220
ARG,Argentina,2000,184353,,440,,,0,
ARG,,2001,186378,,215,,,0,
ARG,,2002,188408,,125,,,0,
ARG,,2003,190439,,122,,,1,
ARG,,2004,192459,,115,,,0,
ARG,,2005,194464,,252,,,0,
ARG,,2006,196449,,212,,,0,
ARG,,2007,198421,,387,,,0,
ARG,,2008,200400,,130,,,0,
ARG,,2009,202413,,86,,,0,
ARG,,2010,204478,,14,,,0,
ARG,,2011,206602,,0,,,0,
ARG,,2012,208775,,0,,,0,
ARG,,2013,210980,,0,,,0,
ARG,,2014,213187,,0,,,0,
ARG,,2015,215377,,0,,,0,
ARG,,2016,217542,,0,,,0,
ARG,,2017,219685,,0,,,0,
ARG,,2018,221805,,0,,,0,
ARG,,2019,223903,,0,,,0,
BLZ,Belize,2000,170643,,1486,,,0,
BLZ,,2001,175996,,1162,,,0,
BLZ,,2002,181047,,1134,,,0,
BLZ,,2003,185905,,1084,,,0,
BLZ,,2004,190796,,1068,,,1,
BLZ,,2005,195820,,1549,,,0,
BLZ,,2006,201023,,844,,,1,
BLZ,,2007,206331,,845,,,0,
BLZ,,2008,211707,,540,,,0,
BLZ,,2009,217111,,256,,,0,
BLZ,,2010,222500,,150,,,0,
BLZ,,2011,227862,,72,,,0,
BLZ,,2012,233220,,33,,,0,
BLZ,,2013,238537,,20,,,0,
BLZ,,2014,243822,,19,,,0,
BLZ,,2015,249038,,9,,,0,
BLZ,,2016,254195,,4,,,0,
BLZ,,2017,259284,,7,,,0,
BLZ,,2018,264318,,3,,,0,
BLZ,,2019,269342,,0,,,0,
BOL,Bolivia (Plurinational State of),2000,3819116,34000,45647,58000,7,24,43
BOL,,2001,3892599,17000,22330,28000,3,9,18
BOL,,2002,3966356,15000,19768,25000,3,9,16
BOL,,2003,4040303,22000,27568,34000,4,11,21
BOL,,2004,4114353,16000,20206,25000,3,9,16
BOL,,2005,4188417,29000,37189,46000,6,17,30
BOL,,2006,4262433,27000,34862,43000,5,19,33
BOL,,2007,4336376,15000,19799,24000,3,11,20
BOL,,2008,4410333,10000,13210,16000,2,7,12
BOL,,2009,4484432,10000,13379,16000,2,6,11
BOL,,2010,4558747,15000,18659,23000,2,10,18
BOL,,2011,4633309,7600,9680,12000,1,4,8
BOL,,2012,4708040,8600,10972,14000,1,4,8
